gbifID	type	format	identifier	references	title	description	created	creator	contributor	publisher	audience	source	license	rightsHolder
874778465				http://herbarium.univie.ac.at/database/image.php?filename=194842&method=show										
1039476880				http://deliver.odai.yale.edu/content/repository/YPM/id/17954/format/2										
1039473612				http://deliver.odai.yale.edu/content/repository/YPM/id/125041/format/3										
1039473984				http://deliver.odai.yale.edu/content/repository/YPM/id/17953/format/3										
1039085634				http://deliver.odai.yale.edu/content/repository/YPM/id/132169/format/3										
1039086150				http://deliver.odai.yale.edu/content/repository/YPM/id/38639/format/3										
1039082835				http://deliver.odai.yale.edu/content/repository/YPM/id/101430/format/3										
1039120359				http://deliver.odai.yale.edu/content/repository/YPM/id/311197/format/3										
1039116705				http://deliver.odai.yale.edu/content/repository/YPM/id/410455/format/3										
1039193279				http://deliver.odai.yale.edu/content/repository/YPM/id/170430/format/3										
1039200012				http://deliver.odai.yale.edu/content/repository/YPM/id/132223/format/3										
1039528174				http://deliver.odai.yale.edu/content/repository/YPM/id/323984/format/2										
1038930457				http://deliver.odai.yale.edu/content/repository/YPM/id/218838/format/3										
1038963969				http://deliver.odai.yale.edu/content/repository/YPM/id/220573/format/3										
1039165933				http://deliver.odai.yale.edu/content/repository/YPM/id/169576/format/3										
1039177211				http://deliver.odai.yale.edu/content/repository/YPM/id/101431/format/3										
1039179327				http://deliver.odai.yale.edu/content/repository/YPM/id/170261/format/3										
436743751	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2010/07/07/5/PC0108526.jpg											
436944257	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2010/07/07/5/PC0108526.jpg											
436886836	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2010/07/07/5/PC0108527.jpg											
438308855	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2011/10/05/9/P00242719.jpg											
437310865	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2011/10/05/9/P00242718.jpg											
437975272	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2011/10/05/7/P00242906.jpg											
438308856	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2011/10/05/9/P00242716.jpg											
436977607	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2011/10/05/9/P00242717.jpg											
437910495	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2011/10/05/8/P00242696.jpg											
437975271	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2011/10/05/7/P00242907.jpg											
436976999	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2011/10/05/7/P00242908.jpg											
439308844	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2011/10/04/12/P00243397.jpg											
437577645	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2011/10/04/12/P00243347.jpg											
439243315	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2011/10/04/12/P00243348.jpg											
438309062	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2011/10/04/12/P00243396.jpg											
439159025	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2011/09/21/7/P00232445.jpg											
439492105	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2011/09/21/7/P00232447.jpg											
439159026	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2011/09/21/7/P00232446.jpg											
437201655	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/11/20/6/P00234181.jpg											
437534345	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/11/20/6/P00234178.jpg											
439532754	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/11/20/7/P00234179.jpg											
437869096	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/11/20/6/P00234173.jpg											
439199709	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/11/20/7/P00234182.jpg											
438867995	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/11/20/7/P00234175.jpg											
439492247	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2011/10/07/11/P00236765.jpg											
438638974	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/11/26/1/P00214593.jpg											
438310900	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/10/30/6/P00275004.jpg											
438310901	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/10/30/6/P00275005.jpg											
439310623	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/10/31/1/P00275042.jpg											
437977876	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/10/30/6/P00275007.jpg											
436979579	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/10/30/6/P00275006.jpg											
437312870	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/10/31/1/P00275043.jpg											
437644908	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/10/31/1/P00275044.jpg											
439200296	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2010/12/02/1/P00275388.jpg											
437301272	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2010/12/01/2/P00275593.jpg											
438631947	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2010/12/01/2/P00275592.jpg											
438568321	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2010/12/02/1/P00275387.jpg											
439299134	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2010/12/01/2/P00275591.jpg											
436967983	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2010/12/01/2/P00275590.jpg											
438299280	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2010/12/01/2/P00275619.jpg											
437161751	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2010/12/01/2/P00275823.jpg											
438827456	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2010/12/01/2/P00275822.jpg											
438534208	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2010/12/30/1/P00341264.jpg											
437202957	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2010/12/30/1/P00341275.jpg											
437638255	StillImage	image/jpeg	http://dsiphoto.mnhn.fr/sonnerat/LAPI/scanL/L20071106/P00341441.jpg					Paris, Museum National d'Histoire Naturelle, JS						
438534209	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2010/12/30/1/P00341265.jpg											
438867556	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2010/12/30/1/P00341261.jpg											
437535656	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2010/12/30/1/P00341260.jpg											
438311866	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/10/31/10/P00341542.jpg											
438977532	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/10/11/2/P00369800.jpg											
439316315	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/11/08/2/P00369900.jpg											
436979939	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/10/11/2/P00369795.jpg											
439310997	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/10/11/2/P00369794.jpg											
436979937	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/10/11/2/P00369801.jpg											
438643916	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/10/11/2/P00369799.jpg											
437313293	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/10/11/2/P00369798.jpg											
439316316	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/11/08/2/P00369967.jpg											
438983340	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/10/04/5/P00379186.jpg											
439316807	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/10/04/5/P00379172.jpg											
438649691	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/10/04/5/P00379182.jpg											
437319229	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/10/04/5/P00379174.jpg											
437650961	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/10/04/5/P00379185.jpg											
437983975	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/10/04/5/P00379171.jpg											
438317145	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/10/04/5/P00379173.jpg											
437983973	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/10/04/5/P00379176.jpg											
438578193	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2010/12/30/6/P00387123.jpg											
437577788	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2010/11/24/7/P00247950.jpg											
438976166	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2010/11/25/1/P00248187.jpg											
439576536	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/04/23/12/P00248074.jpg											
439301649	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2010/11/24/7/P00247983.jpg											
436970630	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2010/11/24/7/P00247985.jpg											
437577721	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/04/23/12/P00248076.jpg											
438634463	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2010/11/24/7/P00248166.jpg											
438309912	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2010/11/25/1/P00248186.jpg											
436970615	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2010/11/24/7/P00248167.jpg											
438301757	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2010/11/24/7/P00248168.jpg											
438634501	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/11/30/3/P00248285.jpg											
436970659	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2010/11/25/3/P00248286.jpg											
438301761	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2010/11/24/7/P00248153.jpg											
437968846	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2010/11/25/3/P00248284.jpg											
438968239	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2010/11/24/7/P00248160.jpg											
438301756	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2010/11/24/7/P00248175.jpg											
437636054	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2010/11/24/7/P00248176.jpg											
437303888	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2010/11/25/3/P00248287.jpg											
437303889	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2010/11/25/3/P00248282.jpg											
438634503	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2010/11/25/3/P00248283.jpg											
438310085	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/06/27/10/P00271143.jpg											
438161107	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/06/27/9/P00271281.jpg											
437453489	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2011/01/31/5/P00271776.jpg											
437785657	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2011/01/31/5/P00271785.jpg											
437161565	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/06/27/9/P00273310.jpg											
438449871	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/10/31/1/P00269201.jpg											
438449910	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/10/30/4/P00269453.jpg											
438449911	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/10/30/4/P00269456.jpg											
438310086	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/06/27/10/P00271142.jpg											
439305857	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2011/08/12/6/P00165863.jpg											
438244486	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/07/20/7/P00333246.jpg											
438901948	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2010/12/30/10/P00338447.jpg											
439119135	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2011/02/25/9/P00526058.jpg											
437164508	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/11/21/2/P00526340.jpg											
438323173	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/10/30/11/P00534482.jpg											
437657061	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/10/30/11/P00534480.jpg											
439322968	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/10/30/11/P00534481.jpg											
437989959	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/10/30/11/P00534483.jpg											
439321945	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/11/21/2/P00536068.jpg											
437205387	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/11/21/2/P00536299.jpg											
438869955	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/11/21/2/P00536257.jpg											
439568808	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/11/21/2/P00536300.jpg											
439536560	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/11/21/2/P00536253.jpg											
438869956	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/11/21/2/P00536258.jpg											
438536543	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/11/21/2/P00536242.jpg											
436990337	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/11/21/2/P00536250.jpg											
439203682	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/11/05/10/P00538486.jpg											
438319098	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/05/29/5/P00463638.jpg											
438319097	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/05/29/5/P00463640.jpg											
438912550	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/04/27/5/P00463772.jpg											
438912551	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/04/27/5/P00463773.jpg											
439611055	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/04/27/6/P00463776.jpg											
438652549	StillImage	image/jpeg	http://dsiphoto.mnhn.fr/sonnerat/LAPI/scanF/F20080616/P00460019.jpg					Paris, Museum National d'Histoire Naturelle, SM						
437322108	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/05/14/7/P00460290.jpg											
437322109	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/05/14/7/P00460288.jpg											
437322104	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/05/14/7/P00460293.jpg											
437987017	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/05/14/7/P00460283.jpg											
438652803	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/05/14/7/P00460289.jpg											
437987019	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/05/21/5/P00460259.jpg											
437987016	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/05/14/7/P00460285.jpg											
438320161	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/05/21/5/P00460258.jpg											
438652806	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/05/21/5/P00460277.jpg											
437654021	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/05/14/7/P00460284.jpg											
437987012	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/05/14/7/P00460292.jpg											
438320237	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/05/14/5/P00461360.jpg											
438320234	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/05/23/4/P00461341.jpg											
438986476	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/05/23/4/P00461337.jpg											
437580229	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/05/14/7/P00461488.jpg											
438986478	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/05/23/4/P00461347.jpg											
437654104	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/05/14/5/P00461352.jpg											
437580230	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/05/14/7/P00461487.jpg											
437987095	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/05/14/5/P00461356.jpg											
437655156	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/05/02/5/P00476383.jpg											
437323232	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/05/02/5/P00476349.jpg											
436989835	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/05/02/5/P00476347.jpg											
437323228	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/05/02/5/P00476369.jpg											
438987476	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/05/02/5/P00476376.jpg											
437323222	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/05/02/5/P00476363.jpg											
438653928	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/05/02/5/P00476362.jpg											
437988093	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/05/02/5/P00476367.jpg											
439321091	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/05/02/5/P00476358.jpg											
438321286	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/05/02/5/P00476351.jpg											
438987477	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/05/02/5/P00476373.jpg											
438653921	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/05/02/5/P00476379.jpg											
437655158	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/05/02/5/P00476368.jpg											
438987481	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/05/02/5/P00476348.jpg											
437323223	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/05/02/5/P00476360.jpg											
437655159	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/05/02/5/P00476356.jpg											
438987473	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/05/02/5/P00476377.jpg											
437323231	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/05/02/5/P00476352.jpg											
438987479	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/05/02/5/P00476361.jpg											
438912789	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/02/08/4/P00476492.jpg											
439246156	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/01/31/4/P00476734.jpg											
439246015	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/04/27/6/P00466814.jpg											
438246170	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/04/27/6/P00466821.jpg											
439611045	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/04/27/6/P00466819.jpg											
438579116	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/04/27/6/P00466813.jpg											
437913335	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/04/27/6/P00466822.jpg											
438246171	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/04/27/6/P00466823.jpg											
438610938	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/04/27/6/P00466824.jpg											
438246169	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/04/27/6/P00466820.jpg											
438981194	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/03/20/9/P00488876.jpg											
438314990	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/03/20/9/P00488868.jpg											
437648811	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/03/20/9/P00488869.jpg											
437981854	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/03/20/9/P00488879.jpg											
437204691	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/05/02/2/P00491249.jpg											
438869251	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/05/02/2/P00491256.jpg											
437981855	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/03/20/9/P00488870.jpg											
437989697	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/04/24/10/P00519116.jpg											
437537690	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/04/24/10/P00519120.jpg											
438322935	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/04/24/10/P00519118.jpg											
437989696	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/04/24/10/P00519117.jpg											
437497400	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/04/24/6/P00520741.jpg											
438455189	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2011/07/22/6/P00520906.jpg											
438455190	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2011/07/22/6/P00520907.jpg											
437334426	StillImage	image/jpeg	http://dsiphoto.mnhn.fr/sonnera2/LAPI/scanK/K20100903/P00697346.jpg					Paris, Museum National d'Histoire Naturelle, ER						
438000610	StillImage	image/jpeg	http://dsiphoto.mnhn.fr/sonnera2/LAPI/scanK/K20100910/P00697404.jpg					Paris, Museum National d'Histoire Naturelle, ER						
439333680	StillImage	image/jpeg	http://dsiphoto.mnhn.fr/sonnera2/LAPI/scanK/K20100910/P00697405.jpg					Paris, Museum National d'Histoire Naturelle, ER						
773857583	StillImage	image/jpeg	http://dsiphoto.mnhn.fr/sonnera2/LAPI/scanN/N20130307/P00708490.jpg					Paris, Museum National d'Histoire Naturelle, VDa						
438828578	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/11/12/14/P00218579.jpg											
436989620	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/11/12/14/P00218578.jpg											
439304997	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/08/08/2/P00219544.jpg											
438305085	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/08/08/2/P00219545.jpg											
438971201	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2010/11/25/3/P00205349.jpg											
436973581	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2010/11/25/3/P00205282.jpg											
438304768	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2010/11/25/3/P00205350.jpg											
439115742	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2011/09/06/7/P00206075.jpg											
438116047	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2011/09/07/1/P00206138.jpg											
437117863	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2011/09/06/3/P00206214.jpg											
439242867	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2010/11/25/3/P00206871.jpg											
437307047	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2010/11/24/8/P00207099.jpg											
437639263	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2010/11/24/8/P00207087.jpg											
438971451	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2010/11/24/8/P00207092.jpg											
437307048	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2010/11/24/8/P00207086.jpg											
436973843	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2010/11/24/8/P00207088.jpg											
438637731	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2010/11/24/8/P00207090.jpg											
439304946	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2010/11/24/8/P00207091.jpg											
437307066	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2010/11/10/1/P00207155.jpg											
438305053	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2010/11/10/1/P00207156.jpg											
437244680	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/07/11/6/P00207280.jpg											
438909492	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/07/11/6/P00207284.jpg											
437577251	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/07/11/6/P00207300.jpg											
439576070	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/07/11/6/P00207281.jpg											
438971450	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2010/11/24/8/P00207094.jpg											
439610585	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/07/11/6/P00207279.jpg											
437244679	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/07/11/6/P00207278.jpg											
439115554	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2011/04/15/7/P00186613.jpg											
438828049	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2011/01/06/7/P00439731.jpg											
438986934	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/10/30/14/P00494473.jpg											
437654567	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/10/30/14/P00494394.jpg											
438653364	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/10/30/14/P00494393.jpg											
438986930	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/10/30/14/P00494475.jpg											
437987532	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/10/30/14/P00494395.jpg											
438653353	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/10/30/14/P00494474.jpg											
437322622	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/10/30/14/P00494392.jpg											
438986933	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/10/30/14/P00494477.jpg											
437913678	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/10/31/11/P00494550.jpg											
439320493	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/10/30/14/P00494476.jpg											
438535896	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/05/02/2/P00491248.jpg											
437870324	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/05/02/2/P00491258.jpg											
437204689	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/05/02/2/P00491252.jpg											
438869214	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/05/02/2/P00491228.jpg											
438203112	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/05/02/2/P00491246.jpg											
437870325	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/05/02/2/P00491255.jpg											
437204690	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/05/02/2/P00491250.jpg											
438869253	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/05/02/2/P00491253.jpg											
438869252	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/05/02/2/P00491254.jpg											
437570214	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/05/02/4/P00491367.jpg											
438203111	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/05/02/2/P00491247.jpg											
438568666	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/05/02/2/P00491257.jpg											
439535849	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/05/02/2/P00491251.jpg											
438869250	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2012/05/02/2/P00491259.jpg											
438331277	StillImage	image/jpeg	http://dsiphoto.mnhn.fr/sonnera2/LAPI/scanE/E20100104/P00686812.jpg					Paris, Museum National d'Histoire Naturelle, EL						
438331277	StillImage	image/jpeg	http://sonneratphoto.mnhn.fr/2011/01/12/2/P00686812.jpg											
436995845	StillImage	image/jpeg	http://dsiphoto.mnhn.fr/sonnera2/LAPI/scanE/E20091201/P00686774.jpg					Paris, Museum National d'Histoire Naturelle, EL						
436999754	StillImage	image/jpeg	http://dsiphoto.mnhn.fr/sonnera2/LAPI/scanE/E20100112/P00686873.jpg					Paris, Museum National d'Histoire Naturelle, EL						
437570587	StillImage	image/jpeg	http://dsiphoto.mnhn.fr/sonnera2/LAPI/scanE/E20100104/P00686817.jpg					Paris, Museum National d'Histoire Naturelle, EL						
